Token,TFIDF
must,0.24996478921483464
security,0.19731560818462707
terror,0.18905703560915652
iraqi,0.17555296163707393
make,0.16912766415825178
social,0.15515055882300077
freedom,0.14093972013187647
year,0.14093972013187647
iraq,0.13840797137807018
retirement,0.12776120434898788
government,0.12684574811868884
america,0.12684574811868884
country,0.119798762112095
people,0.119798762112095
american,0.119798762112095
nation,0.11275177610550119
new,0.10570479009890736
worker,0.10570479009890736
congress,0.10570479009890736
democracy,0.0958209032617409
terrorist,0.09481423039183383
system,0.09161081808571972
benefit,0.09161081808571972
every,0.09161081808571972
responsibility,0.08517413623265858
account,0.08456383207912589
world,0.08456383207912589
time,0.07751684607253206
economy,0.07751684607253206
help,0.07751684607253206
child,0.07751684607253206
woman,0.07751684607253206
personal,0.07452736920357626
great,0.07046986006593824
tax,0.07046986006593824
state,0.07046986006593824
reform,0.07046986006593824
life,0.07046986006593824
men,0.07046986006593824
also,0.07046986006593824
palestinian,0.06752036986041306
region,0.06752036986041306
society,0.06752036986041306
leader,0.06388060217449394
continue,0.06388060217449394
liberty,0.06388060217449394
peace,0.06342287405934442
citizen,0.06033632843116698
honor,0.06033632843116698
dream,0.06033632843116698
build,0.056375888052750595
generation,0.056375888052750595
day,0.056375888052750595
million,0.056375888052750595
sure,0.056375888052750595
health,0.056375888052750595
force,0.056375888052750595
younger,0.054016295888330436
coalition,0.054016295888330436
better,0.051716852941000264
ago,0.051716852941000264
democratic,0.051716852941000264
money,0.04932890204615677
take,0.04932890204615677
need,0.04932890204615677
good,0.04932890204615677
work,0.04932890204615677
support,0.04932890204615677
goal,0.04309737745083356
proud,0.04309737745083356
human,0.04309737745083356
east,0.04309737745083356
result,0.04309737745083356
medical,0.04258706811632929
vote,0.04258706811632929
source,0.04258706811632929
enemy,0.04258706811632929
seek,0.04258706811632929
training,0.04258706811632929
advance,0.042281916039562946
pas,0.042281916039562946
care,0.042281916039562946
protect,0.042281916039562946
home,0.042281916039562946
institution,0.042281916039562946
set,0.042281916039562946
one,0.042281916039562946
said,0.042281916039562946
small,0.042281916039562946
free,0.042281916039562946
value,0.042281916039562946
job,0.042281916039562946
middle,0.042281916039562946
young,0.042281916039562946
way,0.042281916039562946
able,0.042281916039562946
byron,0.04051222191624783
elected,0.04051222191624783
ideal,0.04051222191624783
broader,0.04051222191624783
effective,0.04051222191624783
toward,0.04051222191624783
whole,0.04051222191624783
achieved,0.04051222191624783
safia,0.04051222191624783
culture,0.04051222191624783
territory,0.04051222191624783
regime,0.04051222191624783
act,0.03523493003296912
united,0.03523493003296912
war,0.03523493003296912
effort,0.03523493003296912
part,0.03523493003296912
would,0.03523493003296912
family,0.03523493003296912
many,0.03523493003296912
community,0.03523493003296912
right,0.03523493003296912
give,0.03523493003296912
president,0.03523493003296912
still,0.03523493003296912
created,0.03447790196066684
clear,0.03447790196066684
idea,0.03447790196066684
military,0.03447790196066684
commitment,0.03447790196066684
end,0.03447790196066684
share,0.03447790196066684
rise,0.03194030108724697
promote,0.03194030108724697
add,0.03194030108724697
growing,0.03194030108724697
union,0.03194030108724697
mom,0.03194030108724697
fellow,0.03194030108724697
prepare,0.03194030108724697
energy,0.03194030108724697
sound,0.03194030108724697
current,0.03194030108724697
ground,0.03194030108724697
determined,0.03194030108724697
group,0.03194030108724697
increasing,0.03194030108724697
stronger,0.03194030108724697
code,0.03194030108724697
independent,0.03194030108724697
dramatically,0.03194030108724697
never,0.028187944026375297
ally,0.028187944026375297
always,0.028187944026375297
change,0.028187944026375297
today,0.028187944026375297
together,0.028187944026375297
thank,0.028187944026375297
history,0.028187944026375297
last,0.028187944026375297
next,0.028187944026375297
plan,0.028187944026375297
lead,0.028187944026375297
keep,0.028187944026375297
century,0.028187944026375297
bring,0.028187944026375297
provide,0.028187944026375297
hope,0.028187944026375297
decade,0.028187944026375297
know,0.028187944026375297
stand,0.028187944026375297
long,0.028187944026375297
friend,0.028187944026375297
parent,0.028187944026375297
justice,0.028187944026375297
working,0.028187944026375297
ask,0.028187944026375297
business,0.028187944026375297
greater,0.028187944026375297
arabia,0.027008147944165218
baghdad,0.027008147944165218
ukraine,0.027008147944165218
minority,0.027008147944165218
drawing,0.027008147944165218
however,0.027008147944165218
suggested,0.027008147944165218
saddam,0.027008147944165218
commander,0.027008147944165218
constitutional,0.027008147944165218
recognize,0.027008147944165218
recommendation,0.027008147944165218
increasingly,0.027008147944165218
janet,0.027008147944165218
insurgent,0.027008147944165218
main,0.027008147944165218
raised,0.027008147944165218
syrian,0.027008147944165218
risk,0.027008147944165218
beneficiary,0.027008147944165218
renew,0.027008147944165218
rather,0.027008147944165218
initiative,0.027008147944165218
stood,0.027008147944165218
norwood,0.027008147944165218
september,0.027008147944165218
saudi,0.027008147944165218
bench,0.027008147944165218
sudden,0.027008147944165218
retiree,0.027008147944165218
nearing,0.027008147944165218
seem,0.027008147944165218
sergeant,0.027008147944165218
shortfall,0.027008147944165218
sponsor,0.027008147944165218
hatred,0.027008147944165218
dangerous,0.027008147944165218
portion,0.027008147944165218
payroll,0.027008147944165218
permanently,0.027008147944165218
desire,0.027008147944165218
harbor,0.027008147944165218
iranian,0.027008147944165218
needle,0.027008147944165218
abandon,0.027008147944165218
tyranny,0.027008147944165218
spending,0.025858426470500132
focus,0.025858426470500132
especially,0.025858426470500132
secure,0.025858426470500132
number,0.025858426470500132
nuclear,0.025858426470500132
afghanistan,0.025858426470500132
taken,0.025858426470500132
action,0.025858426470500132
research,0.025858426470500132
attack,0.025858426470500132
fight,0.025858426470500132
responsible,0.025858426470500132
paying,0.025858426470500132
cut,0.025858426470500132
option,0.025858426470500132
higher,0.025858426470500132
person,0.025858426470500132
reach,0.025858426470500132
standard,0.025858426470500132
budget,0.025858426470500132
service,0.025858426470500132
role,0.025858426470500132
gang,0.025858426470500132
got,0.025858426470500132
important,0.025858426470500132
weapon,0.025858426470500132
respect,0.025858426470500132
already,0.025858426470500132
marine,0.021293534058164646
employee,0.021293534058164646
officer,0.021293534058164646
declared,0.021293534058164646
showed,0.021293534058164646
path,0.021293534058164646
treatment,0.021293534058164646
aside,0.021293534058164646
european,0.021293534058164646
essential,0.021293534058164646
matter,0.021293534058164646
easy,0.021293534058164646
duty,0.021293534058164646
held,0.021293534058164646
needed,0.021293534058164646
helping,0.021293534058164646
answer,0.021293534058164646
moral,0.021293534058164646
minister,0.021293534058164646
encourage,0.021293534058164646
destroy,0.021293534058164646
addition,0.021293534058164646
weak,0.021293534058164646
grandchild,0.021293534058164646
achievement,0.021293534058164646
grateful,0.021293534058164646
event,0.021293534058164646
provides,0.021293534058164646
proposal,0.021293534058164646
prime,0.021293534058164646
prosperity,0.021293534058164646
expanding,0.021293534058164646
remains,0.021293534058164646
coming,0.021293534058164646
improved,0.021293534058164646
political,0.021293534058164646
victory,0.021293534058164646
urge,0.021293534058164646
intention,0.021293534058164646
impose,0.021293534058164646
serving,0.021293534058164646
dignity,0.021293534058164646
mission,0.021293534058164646
update,0.021293534058164646
top,0.021293534058164646
leading,0.021293534058164646
leaving,0.021293534058164646
deal,0.021293534058164646
evening,0.021293534058164646
danger,0.021293534058164646
former,0.021293534058164646
fill,0.021293534058164646
honored,0.021293534058164646
murder,0.021293534058164646
fiscally,0.021293534058164646
fall,0.021293534058164646
judge,0.021293534058164646
israel,0.021293534058164646
success,0.021293534058164646
extend,0.021293534058164646
reject,0.021293534058164646
punish,0.021293534058164646
sustain,0.021293534058164646
stay,0.021293534058164646
control,0.021293534058164646
done,0.021140958019781473
future,0.021140958019781473
federal,0.021140958019781473
across,0.021140958019781473
border,0.021140958019781473
come,0.021140958019781473
law,0.021140958019781473
cost,0.021140958019781473
confidence,0.021140958019781473
college,0.021140958019781473
let,0.021140958019781473
principle,0.021140958019781473
anyone,0.021140958019781473
grow,0.021140958019781473
national,0.021140958019781473
program,0.021140958019781473
longer,0.021140958019781473
defend,0.021140958019781473
election,0.021140958019781473
taking,0.021140958019781473
serve,0.021140958019781473
ensure,0.021140958019781473
paid,0.021140958019781473
pay,0.021140958019781473
tell,0.021140958019781473
member,0.021140958019781473
open,0.021140958019781473
tonight,0.021140958019781473
along,0.021140958019781473
fund,0.021140958019781473
half,0.021140958019781473
economic,0.021140958019781473
abroad,0.01723895098033342
achieve,0.01723895098033342
born,0.01723895098033342
case,0.01723895098033342
age,0.01723895098033342
different,0.01723895098033342
others,0.01723895098033342
often,0.01723895098033342
income,0.01723895098033342
strategy,0.01723895098033342
show,0.01723895098033342
without,0.01723895098033342
vital,0.01723895098033342
forward,0.01723895098033342
understand,0.01723895098033342
receive,0.01723895098033342
bipartisan,0.01723895098033342
step,0.01723895098033342
hold,0.01723895098033342
enough,0.01723895098033342
deliver,0.01723895098033342
paycheck,0.01723895098033342
side,0.01723895098033342
privilege,0.01723895098033342
question,0.01723895098033342
competitive,0.01723895098033342
immigration,0.01723895098033342
car,0.01723895098033342
leave,0.01723895098033342
safe,0.01723895098033342
intelligence,0.01723895098033342
neighbor,0.01723895098033342
technology,0.01723895098033342
terrible,0.01723895098033342
powerful,0.01723895098033342
purpose,0.01723895098033342
qaida,0.01723895098033342
relief,0.01723895098033342
mass,0.01723895098033342
court,0.01723895098033342
courage,0.01723895098033342
homeland,0.01723895098033342
comprehensive,0.01723895098033342
choice,0.01723895098033342
senator,0.01723895098033342
funding,0.01723895098033342
safer,0.01723895098033342
send,0.01723895098033342
given,0.01723895098033342
violence,0.01723895098033342
uniform,0.014093972013187649
example,0.014093972013187649
investment,0.014093972013187649
save,0.014093972013187649
called,0.014093972013187649
much,0.014093972013187649
seen,0.014093972013187649
road,0.014093972013187649
prevent,0.014093972013187649
threat,0.014093972013187649
believe,0.014093972013187649
high,0.014093972013187649
highest,0.014093972013187649
beginning,0.014093972013187649
may,0.014093972013187649
clean,0.014093972013187649
expand,0.014093972013187649
expanded,0.014093972013187649
issue,0.014093972013187649
since,0.014093972013187649
making,0.014093972013187649
market,0.014093972013187649
power,0.014093972013187649
fighting,0.014093972013187649
provided,0.014093972013187649
problem,0.014093972013187649
like,0.014093972013187649
legislation,0.014093972013187649
succeed,0.014093972013187649
defense,0.014093972013187649
delivered,0.014093972013187649
overcome,0.014093972013187649
living,0.014093972013187649
billion,0.014093972013187649
stop,0.014093972013187649
best,0.014093972013187649
strengthen,0.014093972013187649
around,0.014093972013187649
back,0.014093972013187649
told,0.014093972013187649
policy,0.014093972013187649
live,0.014093972013187649
lower,0.014093972013187649
rate,0.014093972013187649
say,0.014093972013187649
get,0.014093972013187649
move,0.014093972013187649
turn,0.014093972013187649
want,0.014093972013187649
opportunity,0.014093972013187649
affordable,0.014093972013187649
strong,0.014093972013187649
saving,0.014093972013187649
lady,0.014093972013187649
school,0.014093972013187649
yet,0.014093972013187649
frontline,0.013504073972082609
marshal,0.013504073972082609
egg,0.013504073972082609
egypt,0.013504073972082609
eaten,0.013504073972082609
doubly,0.013504073972082609
violently,0.013504073972082609
write,0.013504073972082609
frivolous,0.013504073972082609
founder,0.013504073972082609
active,0.013504073972082609
activist,0.013504073972082609
waking,0.013504073972082609
voluntary,0.013504073972082609
uranium,0.013504073972082609
afraid,0.013504073972082609
afterward,0.013504073972082609
allows,0.013504073972082609
unsuited,0.013504073972082609
ambition,0.013504073972082609
eliminating,0.013504073972082609
earlier,0.013504073972082609
unrelenting,0.013504073972082609
alternative,0.013504073972082609
annual,0.013504073972082609
afloat,0.013504073972082609
newly,0.013504073972082609
disagreed,0.013504073972082609
faithfully,0.013504073972082609
size,0.013504073972082609
sky,0.013504073972082609
slavery,0.013504073972082609
careful,0.013504073972082609
candid,0.013504073972082609
fulfilled,0.013504073972082609
encourages,0.013504073972082609
dying,0.013504073972082609
discipline,0.013504073972082609
discouraging,0.013504073972082609
cell,0.013504073972082609
casting,0.013504073972082609
invite,0.013504073972082609
involves,0.013504073972082609
expressed,0.013504073972082609
nest,0.013504073972082609
modernized,0.013504073972082609
movement,0.013504073972082609
mix,0.013504073972082609
mortar,0.013504073972082609
earn,0.013504073972082609
earned,0.013504073972082609
empire,0.013504073972082609
reduces,0.013504073972082609
consultation,0.013504073972082609
command,0.013504073972082609
commodity,0.013504073972082609
raising,0.013504073972082609
ranging,0.013504073972082609
birth,0.013504073972082609
bankrupt,0.013504073972082609
incoherent,0.013504073972082609
strengthening,0.013504073972082609
communism,0.013504073972082609
combination,0.013504073972082609
recruiting,0.013504073972082609
hidden,0.013504073972082609
homeownership,0.013504073972082609
prosecuted,0.013504073972082609
borrowing,0.013504073972082609
bomber,0.013504073972082609
strive,0.013504073972082609
structure,0.013504073972082609
speech,0.013504073972082609
recently,0.013504073972082609
farewell,0.013504073972082609
hugged,0.013504073972082609
reprocessing,0.013504073972082609
concerned,0.013504073972082609
reformer,0.013504073972082609
reliable,0.013504073972082609
fee,0.013504073972082609
chemical,0.013504073972082609
review,0.013504073972082609
removed,0.013504073972082609
providence,0.013504073972082609
stalk,0.013504073972082609
fewer,0.013504073972082609
fbi,0.013504073972082609
collection,0.013504073972082609
character,0.013504073972082609
compassion,0.013504073972082609
competent,0.013504073972082609
redefined,0.013504073972082609
laura,0.013504073972082609
liability,0.013504073972082609
liberation,0.013504073972082609
eve,0.013504073972082609
damascus,0.013504073972082609
lebanon,0.013504073972082609
legislate,0.013504073972082609
ethanol,0.013504073972082609
counsel,0.013504073972082609
landmark,0.013504073972082609
lawsuit,0.013504073972082609
civic,0.013504073972082609
reflect,0.013504073972082609
recommended,0.013504073972082609
radicalism,0.013504073972082609
steward,0.013504073972082609
biological,0.013504073972082609
confronted,0.013504073972082609
reauthorize,0.013504073972082609
asbestos,0.013504073972082609
taleb,0.013504073972082609
tehran,0.013504073972082609
sunday,0.013504073972082609
cooperating,0.013504073972082609
content,0.013504073972082609
battle,0.013504073972082609
idealism,0.013504073972082609
ideology,0.013504073972082609
hussein,0.013504073972082609
flexible,0.013504073972082609
fallujah,0.013504073972082609
reporter,0.013504073972082609
kill,0.013504073972082609
junk,0.013504073972082609
primary,0.013504073972082609
progrowth,0.013504073972082609
pursue,0.013504073972082609
pursuing,0.013504073972082609
convince,0.013504073972082609
retired,0.013504073972082609
isolated,0.013504073972082609
jail,0.013504073972082609
environmentally,0.013504073972082609
conservation,0.013504073972082609
conservative,0.013504073972082609
race,0.013504073972082609
researcher,0.013504073972082609
rice,0.013504073972082609
submitted,0.013504073972082609
substantially,0.013504073972082609
extremist,0.013504073972082609
irresponsible,0.013504073972082609
jordan,0.013504073972082609
journey,0.013504073972082609
cheney,0.013504073972082609
opposed,0.013504073972082609
oppression,0.013504073972082609
departs,0.013504073972082609
limiting,0.013504073972082609
enthusiasm,0.013504073972082609
enjoy,0.013504073972082609
body,0.013504073972082609
severe,0.013504073972082609
manhood,0.013504073972082609
powerplant,0.013504073972082609
predecessor,0.013504073972082609
pflugerville,0.013504073972082609
listen,0.013504073972082609
literacy,0.013504073972082609
palestine,0.013504073972082609
depriving,0.013504073972082609
ticket,0.013504073972082609
tim,0.013504073972082609
technical,0.013504073972082609
preventing,0.013504073972082609
prevention,0.013504073972082609
poll,0.013504073972082609
harsh,0.013504073972082609
headed,0.013504073972082609
corp,0.013504073972082609
purchased,0.013504073972082609
target,0.013504073972082609
survived,0.013504073972082609
swing,0.013504073972082609
attention,0.013504073972082609
forth,0.013504073972082609
hopeful,0.013504073972082609
limit,0.013504073972082609
daniel,0.013504073972082609
electing,0.013504073972082609
eleven,0.013504073972082609
percentage,0.013504073972082609
permit,0.013504073972082609
contribution,0.013504073972082609
plutonium,0.013504073972082609
sovereign,0.013504073972082609
extra,0.013504073972082609
injury,0.013504073972082609
inflation,0.013504073972082609
inspire,0.013504073972082609
sport,0.013504073972082609
broadly,0.013504073972082609
somehow,0.013504073972082609
evidence,0.013504073972082609
judicial,0.013504073972082609
jeopardize,0.013504073972082609
interpret,0.013504073972082609
feed,0.013504073972082609
experimentation,0.013504073972082609
sorrow,0.013504073972082609
sold,0.013504073972082609
sharon,0.013504073972082609
impartial,0.013504073972082609
imperial,0.013504073972082609
breaux,0.013504073972082609
calculated,0.013504073972082609
situation,0.013504073972082609
coach,0.013504073972082609
ruler,0.013504073972082609
permitting,0.013504073972082609
pastor,0.013504073972082609
partisan,0.013504073972082609
asia,0.013504073972082609
nominate,0.013504073972082609
occurred,0.013504073972082609
offensive,0.013504073972082609
offer,0.013504073972082609
